n,status,underline_delta,dual_ray_found,dual_status,dual_blocks_all_feasible,delta_achieved,kappa_min,mu_min,max_kappa_B,s_0,Lambda,sigma_star,admissible,N_max,mu0,delta_target,N_required,start_origin,gamma,n_min_green,time_direct_s,time_sdp_s,alpha,rho,kappa_min_by_sigma,grid_vs_exact
2,optimal,1.0897709807220976e-06,False,dual_certified,True,0.000285775540775024,1.0012467050504805,0.049928871226705314,0.9999999999999998,6.661338147750939e-16,0.0008491450598224759,[1],False,60,0.04992887122589985,2.8058361391694725e-06,60.0,random_0,5.1471271546136075,1.3192462400699454,4.980269908905029,0.05939793586730957,"[0.174682284380795, -0.3493645688474263, 0.17468228446663128]","[1.0, 1.190867799200766, 0.8397237716775109, 1.0]","{""(1,)"": 1.0012467050504406, ""(-1,)"": -1.0000000349033902}","{""delta_discrepancy"": 5.484599319843797e-15, ""kappa_min_discrepancy"": 3.9968028886505635e-14}"
3,optimal,5.664934325249816e-10,False,dual_certified,True,1.2419297574783883e-06,1.0012467050424116,0.04992887106516496,0.9999999999999996,4.440892098500626e-16,50000000.04656613,[-1],True,60,0.04992887122589985,2.8058361391694725e-06,61.0,random_1,5.1471271546136075,1.3192462400699454,7.543849945068359,0.03753972053527832,"[0.14071964001431678, -0.402568653352606, 0.4025686544946752, -0.14071964115638597]","[1.0, 1.151101879834671, 0.7696272183798971, 1.151101881149309, 1.0]","{""(1,)"": -1.0000011739809451, ""(-1,)"": 1.001246705053408}","{""delta_discrepancy"": 3.0066691397216436e-11, ""kappa_min_discrepancy"": 1.0996314969702325e-11}"
